Variable,Date,Depth,Data,QC
Lead - Total/NonFilt as Pb,1998-09-15 12:00:00,,0.001,21
Lead - Total/NonFilt as Pb,1998-11-24 12:00:00,,0.001,21
Lead - Total/NonFilt as Pb,1999-01-12 12:00:00,,0.001,21
Lead - Total/NonFilt as Pb,1999-03-10 12:00:00,,0.001,21
Lead - Total/NonFilt as Pb,1999-05-04 12:00:00,,0.001,21
Lead - Total/NonFilt as Pb,2000-09-18 12:00:00,,0.005,11
Lead - Total/NonFilt as Pb,2000-11-20 12:00:00,,,140
Lead - Total/NonFilt as Pb,2001-01-22 12:00:00,,0.005,29
Lead - Total/NonFilt as Pb,2001-03-20 12:00:00,,0.005,29
Lead - Total/NonFilt as Pb,2001-03-20 12:00:00,,0.005,29
Lead - Total/NonFilt as Pb,2001-05-11 12:00:00,,0.005,29
Lead - Total/NonFilt as Pb,2002-07-30 09:15:00,,0.005,11
Lead - Total/NonFilt as Pb,2002-09-11 13:30:00,,0.005,11
Lead - Total/NonFilt as Pb,2002-11-27 13:15:00,0,0.005,11
Lead - Total/NonFilt as Pb,2003-01-20 09:05:00,0,0.005,11
Lead - Total/NonFilt as Pb,2003-03-03 09:30:00,0,0.005,11
Lead - Total/NonFilt as Pb,2003-05-14 09:10:00,0,0.005,11
Lead - Total/NonFilt as Pb,2004-07-13 00:00:00,0,0.005,11
Lead - Total/NonFilt as Pb,2004-09-07 10:10:00,0,0.005,11
Lead - Total/NonFilt as Pb,2004-11-17 10:10:00,0,0.005,11
Lead - Total/NonFilt as Pb,2007-05-01 16:20:00,0.2,0.0005,11
Lead - Total/NonFilt as Pb,2007-05-15 11:45:00,0.2,0.0005,11
Lead - Total/NonFilt as Pb,2007-05-30 12:45:00,0.2,0.0005,11
Lead - Total/NonFilt as Pb,2007-06-26 00:00:00,0.2,0.0005,21
Lead - Total/NonFilt as Pb,2007-06-26 00:00:00,0.2,0.0005,21
Lead - Total/NonFilt as Pb,2007-07-12 13:00:00,0.2,0.0005,11
Lead - Total/NonFilt as Pb,2007-07-12 13:00:00,0.2,0.0005,11
Lead - Total/NonFilt as Pb,2007-07-26 00:00:00,0.2,0.0005,11
Lead - Total/NonFilt as Pb,2007-07-26 00:00:00,0.2,0.0005,11
Lead - Total/NonFilt as Pb,2007-08-06 00:00:00,0.2,0.0005,11
Lead - Total/NonFilt as Pb,2007-08-06 00:00:00,0.2,0.0005,11
Lead - Total/NonFilt as Pb,2007-08-21 13:08:00,0.2,0.0005,11
Lead - Total/NonFilt as Pb,2007-09-20 00:00:00,0.2,0.0005,11
Lead - Total/NonFilt as Pb,2007-10-16 00:00:00,0.2,0.0005,11
Lead - Total/NonFilt as Pb,2007-11-15 12:50:00,0.2,0.0005,11
Lead - Total/NonFilt as Pb,2007-12-13 14:30:00,0.2,0.0005,11
Lead - Total/NonFilt as Pb,2008-01-14 12:30:00,0.2,0.0005,11
Lead - Total/NonFilt as Pb,2008-02-15 13:30:00,0.2,0.0005,11
Lead - Total/NonFilt as Pb,2008-03-13 13:30:00,0.2,0.0005,11
Lead - Total/NonFilt as Pb,2008-04-16 14:00:00,0.2,0.0005,11
Lead - Total/NonFilt as Pb,2008-05-14 11:25:00,0.2,0.0005,11
Lead - Total/NonFilt as Pb,2008-06-17 14:50:00,0.2,0.0005,11
Lead - Total/NonFilt as Pb,2010-12-15 12:20:00,0.2,0.252,11
